,Geography,Current Year Week Ending,Type,ASP Current Year,Total Bulk and Bags Units,4046 Units,4225 Units,4770 Units,TotalBagged Units,Bulk GTIN
13184,Northern New England,2021-02-21 ,Organic,1.69130667,16663,43,545,0,14285,1789
13185,New Orleans/Mobile,2021-02-21 ,Organic,1.025787221,14480,55,60,0,13581,785
13186,New York,2021-02-21 ,Organic,1.536058097,135251,9463,7839,719,109883,7348
13187,Orlando,2021-02-21 ,Organic,1.113299368,26693,75,0,0,26359,259
13188,Peoria/Springfield,2021-02-21 ,Organic,1.345952422,4350,4,432,0,2904,1010
13189,Philadelphia,2021-02-21 ,Organic,1.59374549,28688,1416,2471,0,21014,3788
13190,Phoenix/Tucson,2021-02-21 ,Organic,1.272304417,31058,3710,2521,0,16624,8203
13191,Pittsburgh,2021-02-21 ,Organic,1.344256813,13163,2427,1,0,10291,443
13192,Portland,2021-02-21 ,Organic,1.803199463,40365,722,6720,1,4681,28242
13193,Providence,2021-02-21 ,Organic,1.677415351,5373,13,5,0,5350,5
13194,Raleigh/Greensboro,2021-02-21 ,Organic,1.434362863,26103,587,3504,39,13086,8886
13195,Richmond/Norfolk,2021-02-21 ,Organic,1.008820764,34768,1,1523,1,27031,6211
13196,Roanoke,2021-02-21 ,Organic,1.16235753,14150,12,1362,0,9352,3424
13197,Sacramento,2021-02-21 ,Organic,1.753932494,24576,2915,2907,2,15269,3483
13198,San Diego,2021-02-21 ,Organic,1.37544177,39391,709,1701,0,18448,18532
13199,San Francisco,2021-02-21 ,Organic,1.90756838,78875,2808,5943,1,49575,20548
13200,Seattle,2021-02-21 ,Organic,1.807052608,70268,1285,9460,4,13522,45997
13201,South Carolina,2021-02-21 ,Organic,1.463139937,24869,777,2508,67,14288,7229
13202,Spokane,2021-02-21 ,Organic,1.60293062,4993,220,992,0,860,2921
13203,St. Louis,2021-02-21 ,Organic,1.300060886,14273,7752,1146,0,3607,1768
13204,Syracuse,2021-02-21 ,Organic,1.547899379,4534,222,95,0,4134,83
13205,Tampa,2021-02-21 ,Organic,0.952038031,25905,58,0,0,25640,206
13206,Toledo,2021-02-21 ,Organic,1.360103919,4663,52,532,0,2233,1846
13207,West Tex/New Mexico,2021-02-21 ,Organic,1.005889503,72852,1429,5233,34076,18594,13521
13208,Wichita,2021-02-21 ,Organic,1.351653174,2901,325,5,0,729,1842
13209,California,2021-02-21 ,Organic,1.622611266,354658,16239,21561,10,169112,147736
13210,Great Lakes,2021-02-21 ,Organic,1.390532215,191244,7869,25819,0,97018,60538
13211,Midsouth,2021-02-21 ,Organic,1.322073561,275299,2003,22877,134,189595,60692
13212,Northeast,2021-02-21 ,Organic,1.544267283,335011,16918,24873,740,276958,15522
13213,Plains,2021-02-21 ,Organic,1.298891498,56857,16809,3268,7,30173,6599
13214,South Central,2021-02-21 ,Organic,1.269768843,175822,9159,13708,39972,67136,45846
13215,Southeast,2021-02-21 ,Organic,1.220212489,230137,1519,7059,76,189416,32067
13216,West,2021-02-21 ,Organic,1.502931641,342726,20875,32331,13869,100824,174826
13217,Total U.S.,2021-02-21 ,Organic,1.43531202,1961753,91391,151496,54808,1120232,543826
13218,Albany,2021-02-28 ,Conventional,1.012565005,133051,7064,94260,31,26068,5629
13219,Atlanta,2021-02-28 ,Conventional,0.906338694,801204,286103,36538,59,198729,279775
13220,Baltimore/Washington,2021-02-28 ,Conventional,1.219865074,982254,211414,283821,3836,390473,92709
13221,Birmingham/Montgomery,2021-02-28 ,Conventional,0.903018942,356054,164584,9821,15,105315,76319
13222,Boise,2021-02-28 ,Conventional,1.026593151,125831,35142,8982,747,30063,50897
13223,Boston,2021-02-28 ,Conventional,1.367126929,640834,14918,364693,167,171131,89924
13224,Buffalo/Rochester,2021-02-28 ,Conventional,1.10128305,198324,22493,61011,2455,107149,5216
13225,Charlotte,2021-02-28 ,Conventional,1.068774818,360114,149858,50103,4019,133465,22670
13226,Chicago,2021-02-28 ,Conventional,0.762602977,1373944,105365,255641,38232,238539,736168
13227,Cincinnati/Dayton,2021-02-28 ,Conventional,0.923141456,306330,54827,70927,500,34909,145167
13228,Columbus,2021-02-28 ,Conventional,0.852275178,269232,47929,55476,274,45640,119912
13229,Dallas/Ft. Worth,2021-02-28 ,Conventional,0.714492363,1694436,549143,189412,14620,468740,472521
13230,Denver,2021-02-28 ,Conventional,0.906299848,1077194,161615,142006,2244,264430,506899
13231,Detroit,2021-02-28 ,Conventional,0.862421218,555793,80322,100693,104834,97068,172876
13232,Grand Rapids,2021-02-28 ,Conventional,0.899725429,260995,18945,79113,113767,32592,16577
13233,Harrisburg/Scranton,2021-02-28 ,Conventional,0.981821509,422271,155440,109105,104,144096,13526
13234,Hartford/Springfield,2021-02-28 ,Conventional,1.260199475,382105,9486,271683,277,92737,7922
13235,Houston,2021-02-28 ,Conventional,0.66858365,1371640,530938,255256,5305,201820,378321
13236,Indianapolis,2021-02-28 ,Conventional,0.81653678,275545,47408,73504,496,61603,92534
13237,Jacksonville,2021-02-28 ,Conventional,0.990325289,238843,118247,10422,78,73355,36741
13238,Las Vegas,2021-02-28 ,Conventional,0.772353853,479398,67786,52919,115,123263,235315
13239,Los Angeles,2021-02-28 ,Conventional,1.145986025,3081956,493833,61325,129750,719953,1677094
13240,Louisville,2021-02-28 ,Conventional,0.923397926,134376,22699,19691,32,36829,55125
13241,Miami/Ft. Lauderdale,2021-02-28 ,Conventional,0.988413679,1078823,515596,42387,102,295718,225020
13242,Nashville,2021-02-28 ,Conventional,0.913021689,311404,96081,19026,301,86431,109564
13243,Northern New England,2021-02-28 ,Conventional,1.109980881,491223,12461,344956,106,85951,47748
13244,New Orleans/Mobile,2021-02-28 ,Conventional,0.777363266,376504,150715,26110,84,140152,59443
13245,New York,2021-02-28 ,Conventional,1.071216661,2246867,57645,1320259,1135,784254,83575
13246,Orlando,2021-02-28 ,Conventional,0.937640637,616253,246909,14788,60,220207,134289
13247,Peoria/Springfield,2021-02-28 ,Conventional,0.780589219,145464,35283,37164,257,37526,35234
13248,Philadelphia,2021-02-28 ,Conventional,0.994945692,705682,128491,253633,246,265894,57419
13249,Phoenix/Tucson,2021-02-28 ,Conventional,0.667302856,1592890,401657,220946,4562,164589,801136
13250,Pittsburgh,2021-02-28 ,Conventional,0.953475157,145653,46825,11638,20,44658,42514
13251,Portland,2021-02-28 ,Conventional,1.00962708,727701,113427,90390,4990,91276,427617
13252,Providence,2021-02-28 ,Conventional,1.462811163,91212,2627,57413,17,18594,12561
13253,Raleigh/Greensboro,2021-02-28 ,Conventional,1.024648472,463210,207271,71941,4433,156145,23421
13254,Richmond/Norfolk,2021-02-28 ,Conventional,0.930747847,340498,94365,78284,965,76068,90816
13255,Roanoke,2021-02-28 ,Conventional,0.920710581,203043,63153,29510,13,47443,62925
13256,Sacramento,2021-02-28 ,Conventional,1.216480531,498414,137722,149187,1929,100793,108784
13257,San Diego,2021-02-28 ,Conventional,1.22130999,543701,89753,30396,18336,111674,293541
13258,San Francisco,2021-02-28 ,Conventional,1.138179242,881493,205052,163549,4728,138076,370088
13259,Seattle,2021-02-28 ,Conventional,1.239868326,577446,76579,76614,268,76882,347103
13260,South Carolina,2021-02-28 ,Conventional,0.989813757,533342,220716,47341,1360,173933,89991
13261,Spokane,2021-02-28 ,Conventional,1.024181248,85741,19444,10968,16,15102,40211
13262,St. Louis,2021-02-28 ,Conventional,0.890090741,206400,82084,10555,36,68449,45276
13263,Syracuse,2021-02-28 ,Conventional,1.081202356,93257,9699,41317,492,38002,3746
13264,Tampa,2021-02-28 ,Conventional,0.87263298,642375,252950,18378,15,200507,170525
13265,Toledo,2021-02-28 ,Conventional,0.810828945,153142,25784,34722,16735,28062,47839
13266,West Tex/New Mexico,2021-02-28 ,Conventional,0.714245297,986289,316818,116729,9118,335837,207787
13267,Wichita,2021-02-28 ,Conventional,0.736955555,119201,26007,6399,11,38395,48388
13268,California,2021-02-28 ,Conventional,1.153031187,6333693,1332072,611853,173711,1306059,2909999
13269,Great Lakes,2021-02-28 ,Conventional,0.831189026,4981711,696795,1121009,431436,918136,1814335
13270,Midsouth,2021-02-28 ,Conventional,1.016403764,4198390,1359215,763381,16349,1321189,738256
13271,Northeast,2021-02-28 ,Conventional,1.104564893,6047197,506379,3196264,7102,1935853,401600
13272,Plains,2021-02-28 ,Conventional,0.899749186,2062042,601359,484828,1515,664373,309967
13273,South Central,2021-02-28 ,Conventional,0.69478296,6652833,2637229,830312,107649,1691233,1386410
13274,Southeast,2021-02-28 ,Conventional,0.927266844,5774696,2440939,249489,2170,1709757,1372341
13275,West,2021-02-28 ,Conventional,0.861207117,7915178,1688435,1000727,21598,1491954,3712464
13276,Total U.S.,2021-02-28 ,Conventional,0.933439476,43965741,11262423,8257862,761531,11038553,12645372
13277,Albany,2021-02-28 ,Organic,1.491335842,3926,43,478,0,3200,204
13278,Atlanta,2021-02-28 ,Organic,1.618057677,31192,353,2726,0,11179,16934
13279,Baltimore/Washington,2021-02-28 ,Organic,1.134663456,92348,399,3612,11,85092,3233
13280,Birmingham/Montgomery,2021-02-28 ,Organic,1.294489355,10513,99,239,0,9222,954
13281,Boise,2021-02-28 ,Organic,1.652044468,6626,10,894,0,1725,3996
13282,Boston,2021-02-28 ,Organic,1.684214695,45104,56,2193,0,41689,1166
13283,Buffalo/Rochester,2021-02-28 ,Organic,1.523689818,18002,922,87,8,16985,0
13284,Charlotte,2021-02-28 ,Organic,1.444974434,20703,70,3385,35,9019,8194
13285,Chicago,2021-02-28 ,Organic,1.589179531,51965,635,8200,0,17794,25336
13286,Cincinnati/Dayton,2021-02-28 ,Organic,1.634829239,16799,378,2376,0,2841,11204
13287,Columbus,2021-02-28 ,Organic,1.582038645,10241,644,978,0,3611,5008
13288,Dallas/Ft. Worth,2021-02-28 ,Organic,1.425599527,44707,3027,819,1845,26852,12163
13289,Denver,2021-02-28 ,Organic,1.385381958,39023,3540,825,0,11757,22901
13290,Detroit,2021-02-28 ,Organic,1.231292184,21819,222,1952,0,12591,7054
13291,Grand Rapids,2021-02-28 ,Organic,1.197561736,7022,13,1156,0,5854,0
13292,Harrisburg/Scranton,2021-02-28 ,Organic,1.207908543,23737,218,542,0,22977,0
13293,Hartford/Springfield,2021-02-28 ,Organic,1.834536121,25702,333,7916,0,17453,0
13294,Houston,2021-02-28 ,Organic,1.466879482,12323,3933,67,0,2301,6022
13295,Indianapolis,2021-02-28 ,Organic,1.44198107,9575,102,880,0,4996,3597
13296,Jacksonville,2021-02-28 ,Organic,1.233295715,11431,45,228,0,11054,104
13297,Las Vegas,2021-02-28 ,Organic,1.475661336,14246,602,307,0,6828,6508
13298,Los Angeles,2021-02-28 ,Organic,1.717046909,134902,5229,6573,3,50618,72480
13299,Louisville,2021-02-28 ,Organic,1.655855791,5684,10,650,0,1427,3596
13300,Miami/Ft. Lauderdale,2021-02-28 ,Organic,1.12865711,45777,197,1,0,44366,1212
13301,Nashville,2021-02-28 ,Organic,1.553279786,13895,9,1190,0,5567,7129
13302,Northern New England,2021-02-28 ,Organic,1.807804241,17980,26,706,0,14964,2283
13303,New Orleans/Mobile,2021-02-28 ,Organic,1.015987283,14477,60,55,0,13897,465
13304,New York,2021-02-28 ,Organic,1.5737022,139198,10282,7235,741,114352,6588
13305,Orlando,2021-02-28 ,Organic,1.164743116,25483,56,2,0,25251,174
13306,Peoria/Springfield,2021-02-28 ,Organic,1.511473364,3732,19,372,0,2312,1028
13307,Philadelphia,2021-02-28 ,Organic,1.578094761,30914,1303,2526,0,24000,3085
13308,Phoenix/Tucson,2021-02-28 ,Organic,1.293320712,30360,2966,3050,2,15214,9128
13309,Pittsburgh,2021-02-28 ,Organic,1.306435644,11843,2043,10,0,9076,714
13310,Portland,2021-02-28 ,Organic,1.765917435,42774,615,9923,0,5195,27041
13311,Providence,2021-02-28 ,Organic,1.605941375,6569,29,20,0,6521,0
13312,Raleigh/Greensboro,2021-02-28 ,Organic,1.414120787,27386,590,3468,61,11704,11563
13313,Richmond/Norfolk,2021-02-28 ,Organic,0.958563261,38047,0,1589,7,31971,4480
13314,Roanoke,2021-02-28 ,Organic,1.077577766,15031,9,1083,0,10498,3441
13315,Sacramento,2021-02-28 ,Organic,1.346246594,49731,3063,30203,240,13617,2607
13316,San Diego,2021-02-28 ,Organic,1.717632635,34708,680,2521,3,18668,12838
13317,San Francisco,2021-02-28 ,Organic,1.467003381,144135,4720,76489,57,46966,15904
13318,Seattle,2021-02-28 ,Organic,1.45276029,101464,1046,18104,0,15265,67049
13319,South Carolina,2021-02-28 ,Organic,1.443155653,25502,641,2462,49,14166,8184
13320,Spokane,2021-02-28 ,Organic,1.778889244,5280,167,1291,0,861,2960
13321,St. Louis,2021-02-28 ,Organic,1.832860828,8413,2222,1116,0,3096,1978
13322,Syracuse,2021-02-28 ,Organic,1.576505598,4795,252,154,0,4279,110
13323,Tampa,2021-02-28 ,Organic,0.99268617,24404,54,0,0,24170,180
13324,Toledo,2021-02-28 ,Organic,1.381148525,4727,29,451,0,2407,1840
13325,West Tex/New Mexico,2021-02-28 ,Organic,1.216897589,44548,1194,1075,6535,31787,3956
13326,Wichita,2021-02-28 ,Organic,1.376330543,3285,405,11,0,907,1962
13327,California,2021-02-28 ,Organic,1.499500494,501557,19215,196314,362,167156,118510
13328,Great Lakes,2021-02-28 ,Organic,1.475879768,173800,5663,23151,0,80385,64601
13329,Midsouth,2021-02-28 ,Organic,1.239639709,295436,1808,22682,171,201834,68941
13330,Northeast,2021-02-28 ,Organic,1.571591843,356135,16993,24278,761,299188,14916
13331,Plains,2021-02-28 ,Organic,1.438538215,51517,9852,4880,12,29437,7336
13332,South Central,2021-02-28 ,Organic,1.312122658,166175,10816,5411,9268,114627,26052
13333,Southeast,2021-02-28 ,Organic,1.252714067,227754,1883,7692,54,183621,34505
13334,West,2021-02-28 ,Organic,1.468658604,361420,16324,49418,2653,103519,189505
13335,Total U.S.,2021-02-28 ,Organic,1.425999969,2133794,82554,333826,13281,1179767,524367
13336,Albany,2021-03-07 ,Conventional,1.062572303,154977,7881,113611,33,29300,4151
13337,Atlanta,2021-03-07 ,Conventional,0.95940612,815835,288578,35772,125,206313,285047
13338,Baltimore/Washington,2021-03-07 ,Conventional,1.208238703,1026515,201534,262844,3228,467063,91845
13339,Birmingham/Montgomery,2021-03-07 ,Conventional,0.923208214,360489,160776,8203,60,117403,74046
13340,Boise,2021-03-07 ,Conventional,0.940689603,140082,35838,10030,904,30784,62527
13341,Boston,2021-03-07 ,Conventional,1.300741749,707030,16868,397810,188,182515,109649
13342,Buffalo/Rochester,2021-03-07 ,Conventional,1.150079715,197466,19732,61193,2600,109923,4019
13343,Charlotte,2021-03-07 ,Conventional,0.95390976,427580,156199,45593,3164,201000,21624
13344,Chicago,2021-03-07 ,Conventional,0.9414502,1150750,99530,98716,33849,654619,264036
13345,Cincinnati/Dayton,2021-03-07 ,Conventional,0.951530495,328693,53776,62752,267,42860,169038
13346,Columbus,2021-03-07 ,Conventional,0.873349224,285618,43328,46321,120,56183,139666
13347,Dallas/Ft. Worth,2021-03-07 ,Conventional,0.716216295,1616157,587851,188774,20577,450267,368688
13348,Denver,2021-03-07 ,Conventional,0.972653451,1076687,175833,113474,2926,284783,499671
13349,Detroit,2021-03-07 ,Conventional,0.965599946,518911,76068,88976,36699,122470,194698
13350,Grand Rapids,2021-03-07 ,Conventional,1.316762767,184282,17185,71051,43420,45416,7209
13351,Harrisburg/Scranton,2021-03-07 ,Conventional,1.0154161,420074,153387,114025,149,139935,12578
13352,Hartford/Springfield,2021-03-07 ,Conventional,1.252471043,407747,11580,292402,241,97409,6116
13353,Houston,2021-03-07 ,Conventional,0.707511099,1286369,521777,259086,4015,212062,289429
13354,Indianapolis,2021-03-07 ,Conventional,0.886444535,287549,46778,72211,363,65230,102967
13355,Jacksonville,2021-03-07 ,Conventional,0.993473265,230619,98014,9017,56,74795,48736
13356,Las Vegas,2021-03-07 ,Conventional,0.917714328,428815,62357,38217,20,130305,197916
13357,Los Angeles,2021-03-07 ,Conventional,1.190180281,2977959,468924,48614,136115,711442,1612864
13358,Louisville,2021-03-07 ,Conventional,0.979020333,130917,23460,14751,25,38843,53838
13359,Miami/Ft. Lauderdale,2021-03-07 ,Conventional,0.995282699,1089776,508756,42514,227,310660,227618
13360,Nashville,2021-03-07 ,Conventional,0.936197921,304339,96594,16738,155,88445,102407
13361,Northern New England,2021-03-07 ,Conventional,1.068348713,542878,16095,365736,185,108027,52834
13362,New Orleans/Mobile,2021-03-07 ,Conventional,0.792889196,369340,141444,21785,98,148173,57839
13363,New York,2021-03-07 ,Conventional,1.081334239,2309206,56398,1370696,893,791771,89449
13364,Orlando,2021-03-07 ,Conventional,0.954147391,621550,249416,13757,22,233642,124713
13365,Peoria/Springfield,2021-03-07 ,Conventional,0.862750319,142188,33737,28065,158,43912,36316
13366,Philadelphia,2021-03-07 ,Conventional,1.016740038,699650,128714,249337,196,262411,58991
13367,Phoenix/Tucson,2021-03-07 ,Conventional,0.776454784,1425446,366101,187351,4385,193819,673790
13368,Pittsburgh,2021-03-07 ,Conventional,0.96922631,130153,38151,14676,23,44700,32603
13369,Portland,2021-03-07 ,Conventional,1.094005473,717589,108091,96017,6720,100383,406378
13370,Providence,2021-03-07 ,Conventional,1.403368349,98942,3508,61792,22,19918,13702
13371,Raleigh/Greensboro,2021-03-07 ,Conventional,0.962953039,530704,201123,68153,3276,235267,22886
13372,Richmond/Norfolk,2021-03-07 ,Conventional,0.976796317,343463,89483,72448,623,94439,86469
13373,Roanoke,2021-03-07 ,Conventional,0.95862392,200918,59868,29366,30,49598,62057
13374,Sacramento,2021-03-07 ,Conventional,1.391815933,471494,121794,153230,2158,108436,85876
13375,San Diego,2021-03-07 ,Conventional,1.258573975,519899,80896,23456,19652,114146,281750
13376,San Francisco,2021-03-07 ,Conventional,1.448039777,829118,200119,202873,4831,155599,265696
13377,Seattle,2021-03-07 ,Conventional,1.227780953,644665,81734,91213,356,78817,392546
13378,South Carolina,2021-03-07 ,Conventional,0.990051595,563943,227466,43707,1017,192656,99097
13379,Spokane,2021-03-07 ,Conventional,1.016207502,92438,18835,13628,64,15833,44077
13380,St. Louis,2021-03-07 ,Conventional,0.85305188,231344,99531,10928,22,73851,47011
13381,Syracuse,2021-03-07 ,Conventional,1.128013412,101424,9499,48283,735,40142,2765
13382,Tampa,2021-03-07 ,Conventional,0.887073031,663010,239785,18979,36,212146,192064
13383,Toledo,2021-03-07 ,Conventional,0.877744471,160565,26048,35689,5942,35344,57542
13384,West Tex/New Mexico,2021-03-07 ,Conventional,0.697153332,1100069,354631,187820,15986,333279,208353
13385,Wichita,2021-03-07 ,Conventional,0.791340359,126273,25034,7261,7,41212,52759
13386,California,2021-03-07 ,Conventional,1.2578154,6129705,1265404,692090,184267,1342328,2645616
13387,Great Lakes,2021-03-07 ,Conventional,0.952201269,4599545,668410,878017,183034,1478266,1391819
13388,Midsouth,2021-03-07 ,Conventional,1.016598177,4362405,1316972,704251,12533,1609933,718716
13389,Northeast,2021-03-07 ,Conventional,1.10959718,6286314,500772,3378198,7241,1986896,413207
13390,Plains,2021-03-07 ,Conventional,0.955722287,2130431,609375,509014,1177,690453,320411
13391,South Central,2021-03-07 ,Conventional,0.699884046,6722150,2866198,847014,156464,1715802,1136673
13392,Southeast,2021-03-07 ,Conventional,0.947283081,5854751,2378209,232553,2063,1818002,1423923
13393,West,2021-03-07 ,Conventional,0.935992333,7725560,1655974,959694,27162,1564952,3517779
13394,Total U.S.,2021-03-07 ,Conventional,0.981898449,43810861,11261315,8200832,573940,12206632,11568143
13395,Albany,2021-03-07 ,Organic,1.490000906,3897,36,360,15,3294,192
13396,Atlanta,2021-03-07 ,Organic,1.591917997,30085,126,2235,0,12352,15373
13397,Baltimore/Washington,2021-03-07 ,Organic,1.199177116,90104,546,3018,5,83745,2789
13398,Birmingham/Montgomery,2021-03-07 ,Organic,1.314523458,10718,71,229,0,9568,850
13399,Boise,2021-03-07 ,Organic,1.663089281,5629,0,951,0,1899,2779
13400,Boston,2021-03-07 ,Organic,1.850616013,40090,36,2766,0,36182,1106
13401,Buffalo/Rochester,2021-03-07 ,Organic,1.528952308,16972,858,101,3,16010,0
13402,Charlotte,2021-03-07 ,Organic,1.423087398,20157,54,2917,20,8347,8819
13403,Chicago,2021-03-07 ,Organic,1.547605652,69050,901,11294,0,23024,33830
13404,Cincinnati/Dayton,2021-03-07 ,Organic,1.585848566,16643,482,2322,0,3601,10238
13405,Columbus,2021-03-07 ,Organic,1.50755179,10508,511,984,0,4253,4760
13406,Dallas/Ft. Worth,2021-03-07 ,Organic,1.365875076,43990,2705,907,266,25669,14443
13407,Denver,2021-03-07 ,Organic,1.38391769,39862,3664,774,0,11827,23598
13408,Detroit,2021-03-07 ,Organic,1.08663244,26277,196,1790,0,17912,6378
